source_id,source_name,author,title,description,url,urlToImage,publishedAt,content,summary,tags
,The A.V. Club,Trae DeLellis,RuPaul's Drag Race recap: Grand Finale,"Always a highly choreographed production, the finale of RuPaul’s Drag Race is full of spectacle, heart, and politics. This season’s finale differs from most due to the hostile political climate across the country concerning drag and queer rights. “Drag is not…",https://www.avclub.com/rupauls-drag-race-review-season-15-episode-16-1850339692,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/aba0b7e3b0a3bd72091a9f5e734d9c98.png",2023-04-15T00:07:00Z,"Always a highly choreographed production, the finale of RuPauls Drag Raceis full of spectacle, heart, and politics. This seasons finale differs from most due to the hostile political climate across t… [+10075 chars]","Always a highly choreographed production, the finale of RuPaul’s Drag Race is full of spectacle, heart, and politics.
The finale became not only a celebration of drag and Season 15, but a much needed protest against hatred and discrimination.
More than Anetra or Luxx, Mistress shrewdly ties her performance number to her time on Drag Race.
Building a song around one of her most infectious catchphrases, “drag delusion,” Mistress’ number is a lesson in branding.
Each queen hits each beat of the song, but something about the lip sync just fails to lift off completely.","['sync', 'drag', 'anetra', 'recap', 'sasha', 'mistress', 'luxx', 'rupauls', 'number', 'season', 'grand', 'finale', 'lip', 'performance', 'race']"
,The Guardian,Chi Hui Lin and Helen Davidson in Taipei,Taiwan warns local media against spreading false news from China,Defence ministry says it cannot rule out ‘cognitive warfare tactics’ after disinformation during Chinese drillsTaiwan’s defence ministry has raised the alarm about disinformation attacks during the recent Chinese military drills and warned local media about t…,https://www.theguardian.com/world/2023/apr/14/taiwan-warns-local-media-against-spreading-false-news-from-china,https://i.guim.co.uk/img/media/b3cc48a1f62cdfdd9da490e75c80ca3fcabc06a5/0_0_3515_2110/master/3515.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=21f565efc801bf91afe3350321c3274f,2023-04-14T10:34:38Z,"Taiwans defence ministry has raised the alarm about disinformation attacks during the recent Chinese military drills and warned local media about the dangers of helping to spread disinformation.
Las… [+5594 chars]","Taiwan’s defence ministry has raised the alarm about disinformation attacks during the recent Chinese military drills and alerted local media to the dangers of helping spread disinformation.
Taiwan’s military and civilian analysts confirmed that Taiwan was also targeted with information warfare.
Taiwan has ranked as the biggest target of foreign disinformation and cyberwarfare, primarily from China, for almost a decade.
It came under hundreds of attacks during the military drills staged last August after the then US speaker Nancy Pelosi visited the island.
Taiwan’s mainland affairs council also expressed concern about Taiwan’s media amplifying the PLA’s message, spreading fear among the people of Taiwan and contributing to internal instability.","['information', 'spreading', 'ministry', 'defence', 'media', 'china', 'disinformation', 'taiwan', 'military', 'local', 'false', 'taiwans', 'pla', 'warns', 'drills']"
,The Guardian,Henry Cooke,Is driving on the left stopping New Zealand reaching its climate goals? | Henry Cooke,"The country depends overwhelmingly on secondhand cars from Japan, which makes barely any electric vehiclesNew Zealand has long been known for its high ratio of sheep to people. But really what stands out on various per-capita lists is just how much we love to…",https://www.theguardian.com/world/commentisfree/2023/apr/14/is-driving-on-the-left-stopping-new-zealand-reaching-its-climate-goals,https://i.guim.co.uk/img/media/aad9fb5d5e889dac68537418c5e1025989fbdca2/0_145_4362_2617/master/4362.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=f18bc1e6b4033fa967fa590f15a58fc0,2023-04-14T02:04:38Z,"New Zealand has long been known for its high ratio of sheep to people. But really what stands out on various per-capita lists is just how much we love to drive.
Exact comparisons are tricky and blur… [+4514 chars]","Instead, petrol and diesel cars continue to easily outsell EVs, which make up just 1% of the entire fleet.
Japan has a huge domestic car market for right-hand drive cars (meaning the wheel is on the right, but you drive on the left).
Japan’s largest carmaker, Toyota, bet big on hybrids and only just started to sell a fully electric car last year, which was subject to embarrassing supply chain issues and even a global recall.
But unfortunately for New Zealand, folks in China and Europe drive on the right.
Yet public transport is somehow getting worse in major centres, as bus driver shortages cause thousands of cancellations a week.","['transport', 'climate', 'stopping', 'left', 'electric', 'driving', 'drive', 'japan', 'zealand', 'evs', 'cars', 'car', 'right', 'goals', 'public', 'henry', 'cooke', 'reaching']"
,The Guardian,Andrew Lawrence,‘THE WITCH IS DEAD’: disgraced Daniel Snyder finally exits the stage,"Dan Snyder’s record $6.05bn sale of the Washington Commanders will mark the end of a 24-year tenure defined by scandal, dysfunction and ineptitudeThe long national nightmare could soon be over. NFL fans in and around the nation’s capital haven’t stopped buzzi…",https://www.theguardian.com/sport/2023/apr/15/daniel-snyder-washington-commanders-sale,https://i.guim.co.uk/img/media/51810756412cd66da313fe94c2bf58646f84758a/0_164_4989_2994/master/4989.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=9b1b648b9cf543b72f14117cf61a286f,2023-04-15T15:19:51Z,The long national nightmare could soon be over. NFL fans in and around the nations capital havent stopped buzzing since word spread this week that Washington Commanders owner Daniel Snyder had agreed… [+7159 chars],"With that hurdle cleared, it’s now down to the league’s 31 other team owners to rubber stamp the record $6.05bn deal.
A rebranding – to the Washington Football Team to the Commanders – didn’t do much to wash away the stains.
Daniel Snyder was a hands-on presence from when he first bought Washington’s football team for a then-record $800m in 1999.
To consolidate his winning bid for the Commanders, Harris must first sell his slice of the Pittsburgh Steelers.
Long suffering Washington football fans should feel good about kissing Snyder goodbye – it’s easily the best news the team has gotten in years.","['owner', 'owners', 'finally', 'snyder', 'washington', 'exits', 'harris', 'football', 'fans', 'teams', 'dead', 'disgraced', 'witch', 'commanders', 'team', 'daniel', 'stage']"
,NPR,Ruchi Kumar,The Taliban again bans Afghan women aid workers. Here's how the U.N. responded,The Taliban has banned Afghan women working for the U.N. or other aid agencies. The repercussions could be devastating for programs in which women play a vital role.,https://www.npr.org/sections/goatsandsoda/2023/04/14/1169682995/the-taliban-again-bans-afghan-women-aid-workers-heres-how-the-u-n-responded,https://media.npr.org/assets/img/2023/04/14/gettyimages-1239022934_wide-9838a86d1e7750e563adaddf99bd6ee073aec920-s1400-c100.jpg,2023-04-14T19:27:16Z,"United Nations High Commissioner for Refugees workers prepare to distribute non-food items to women at UNHCR office in Kandahar on March 8, 2022. The Taliban has demanded that Afghan women no longer … [+7881 chars]","The Taliban again bans Afghan women aid workers.
About 400 Afghan women work for the U.N.
Then came the Taliban decree of December 2022 that banned Afghan women working for non-governmental agencies, further hobbling aid efforts.
For the U.N., the impact of the Taliban ban began with the first ""no women"" decree in December.
""Afghan women will not be replaced by men.""","['work', 'heres', 'afghan', 'afghanistan', 'staff', 'ban', 'responded', 'female', 'international', 'bans', 'women', 'aid', 'taliban', 'workers']"
,The Guardian,John Naughton,Elon Musk hates journalists but journalists love Twitter. Where does that leave us? | John Naughton,"The billionaire’s hamfisted handling of his new toy won’t much matter as long as politicians and media types remain bewitchedLast October, the richest manchild in human history fell into the trap he had dug for himself. Elon Musk was forced to purchase Twitte…",https://www.theguardian.com/commentisfree/2023/apr/15/elon-musk-hates-journalists-but-journalists-love-twitter-where-does-that-leave-us,https://i.guim.co.uk/img/media/3d2b8e748172c0de11890a76540cf0f89f9d9fca/0_397_6048_3627/master/6048.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tb3BpbmlvbnMucG5n&enable=upscale&s=5d27a73792ae04c872fc04e613fea898,2023-04-15T15:00:44Z,"Last October, the richest manchild in human history fell into the trap he had dug for himself. Elon Musk was forced to purchase Twitter at an absurd price. He had no clear idea of what to do with his… [+5107 chars]","Elon Musk was forced to purchase Twitter at an absurd price.
The answer is that there is a select category of humans who are obsessive users of Twitter: politicians; people who work in advertising, PR and “communications”; and journalists.
of these people work in media, their obsession with Twitter meant that it had become, de facto, a significant part of the public sphere.
The Labour party is suddenly displaying a perceptive understanding of how to use Twitter for political purposesMastodon is fine for some purposes.
And though it does have some journalists on it, most of them seem to have hedged their bets – in that they have also remained on Twitter.","['work', 'journalists', 'leave', 'labour', 'musk', 'essay', 'naughton', 'love', 'media', 'twitter', 'users', 'does', 'world', 'platform', 'john', 'elon', 'hates']"
,The Guardian,Rory Carroll Ireland correspondent,Joe Biden’s Ireland trip reinforces the narrative of the American dream,"The president’s ‘homecoming’ visit has alchemised politics, diplomacy and the personal into a feelgood glow for visitor and hostsJohn F Kennedy set the template for US presidential forays to Ireland with a rapturous visit in 1963 that he called the best four …",https://www.theguardian.com/us-news/2023/apr/14/joe-biden-homecoming-ireland-trip-american-dream,https://i.guim.co.uk/img/media/b8251e2f597ce4158ea865fbcd0063da5246a80c/44_119_3379_2027/master/3379.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=3b2f3d7e3b6eec98079aa656d2dc61dc,2023-04-14T11:09:41Z,"John F Kennedy set the template for US presidential forays to Ireland with a rapturous visit in 1963 that he called the best four days of his life.
Joe Bidens visit this week did not quite match tha… [+3823 chars]","He had visited Ireland before but to come as president was to consecrate the relationship between the US and Ireland.
It’s Ireland,” Biden beamed.
“Biden’s trip is like a golden worldwide tourism windfall,” said Paul Allen, a public relations consultant who launched an Irish for Biden campaign in 2020.
“President Biden, today you are among friends because you are one of us,” said Seán Ó Fearghaíl, the speaker of the Dáil.
The trip is unlikely to sway Irish Americans, as many of the 30 million-plus Americans who profess Irish roots vote Republican.","['president', 'kennedy', 'biden', 'reinforces', 'county', 'speech', 'bidens', 'irish', 'narrative', 'son', 'dream', 'ireland', 'visit', 'trip', 'joe', 'american']"
,The Guardian,Richard Luscombe in Miami,‘He feels unstoppable’: DeSantis plans to export his chilling immigration policies to the nation,Florida’s new catalog of hardline legislation may not grab headlines but signals demonization of immigrants is a top priority as governor prepares for White House runA popular political souvenir in Florida currently is a range of merchandise touting the servi…,https://www.theguardian.com/us-news/2023/apr/14/ron-desantis-immigration-laws-florida,https://i.guim.co.uk/img/media/c2e0edf2776de644784b64817513722fcb21af7a/0_0_1500_900/master/1500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=283aaf3dd4c2d9c55eb19c2b24bfb6e0,2023-04-14T10:00:09Z,"A popular political souvenir in Florida currently is a range of merchandise touting the services of a nonexistent travel company named DeSantis Airlines.
T-shirts, drinks glasses and car decals alik… [+8532 chars]","A popular political souvenir in Florida currently is a range of merchandise touting the services of a nonexistent travel company named DeSantis Airlines.
“He is using immigration as a tool to create anger, a very motivating emotion, and elevate his national profile.
DeSantis has a long history of picking fights with the Biden administration over the southern border and pursuing legal challenges to federal immigration policies.
Closer to home, he and his willing Republican-dominated legislature passed a law in 2019 banning perceived sanctuary cities he believed were shielding migrants from national immigration laws.
The effect of DeSantis’s immigration crackdown has been chilling.","['republican', 'state', 'desantis', 'undocumented', 'unstoppable', 'feels', 'using', 'desantiss', 'plans', 'border', 'florida', 'chilling', 'export', 'national', 'policies', 'immigration', 'nation']"
,The Guardian,David Smith in Washington,Popularity is optional as Republicans find ways to impose minority rule,"Some of Trump’s party’s signature policies enjoy only meagre public support but rightwing judges and state legislators are proving adept at finding workarounds“We called for you all to ban assault weapons, and you respond with an assault on democracy.” These …",https://www.theguardian.com/us-news/2023/apr/15/republicans-minority-rule-tennessee-race-gun-control,https://i.guim.co.uk/img/media/8e63fcaaec32b8852a9818654baa3cb3d095bf18/0_166_4989_2993/master/4989.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=4d3b7d1a1dc584f0d54377c60a0b7095,2023-04-15T07:30:35Z,"We called for you all to ban assault weapons, and you respond with an assault on democracy. These were the words of Justin Jones, a Black Democrat, to Tennessee Republicans after he and a colleague, … [+9984 chars]","Yet instead of rethinking its positions, critics say, it is turning to rightwing judges and state legislators to enforce minority rule.
It’s a kind of minority authoritarianism.”Despite extraordinary pressures, democracy has proved resilient in recent years.
Just as on abortion, Republicans are demonstrably at odds with public opinion on gun safety.
Kurt Bardella, a Democratic strategist, noted that the government was founded with checks and balances to ensure that minority viewpoints could be heard.
When you have a minority of people exercising power over the majority, that’s authoritarianism.”Additional reporting by Lauren Gambino","['white', 'ways', 'republican', 'state', 'republicans', 'optional', 'popularity', 'minority', 'black', 'democracy', 'gun', 'majority', 'rule', 'abortion', 'impose']"
polygon,Polygon,Zosha Millman,What can the new Harry Potter TV show actually fix?,A new Harry Potter show based on J.K. Rowling’s book series was announced by HBO at its Max event. Can the new show actually cast the series in a new light?,https://www.polygon.com/23680849/harry-potter-tv-show-hbo-announcement,https://cdn.vox-cdn.com/thumbor/oj_sTJfRgQ1018IdUESkpY89SAE=/0x57:3000x1628/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24584162/75316662.jpg,2023-04-14T16:00:00Z,"On April 12, HBO made it official: Were getting more Harry Potter. Not new Harry Potter, per se the Warner Bros. TV reboot will adapt the plot of the seven main books, retreading the content of the f… [+5778 chars]","On April 12, HBO made it official: We’re getting more Harry Potter.
What could “Harry Potter, but again” achieve that the originals didn’t?
And do we think the new Harry Potter TV show means there will be more than one magic school serving the entirety of Asia?
Harry Potter has become a particularly thorny topic since author J.K. Rowling has made numerous statements against trans people.
But honestly, at this point, wanting more from Harry Potter is enough to drive a person crazy.","['actually', 'rowling', 'potter', 'harry', 'rowlings', 'movies', 'tv', 'world', 'series', 'fix', 'books', 'franchise']"
,Telegraph.co.uk,Jack Maidment,Politics latest news: Two-thirds of voters believe Government handling Brexit badly,,http://www.telegraph.co.uk/politics/2023/04/14/rishi-sunak-news-latest-labour-dup-snp-brexit-poll,https://www.telegraph.co.uk/content/dam/politics/2023/04/14/TELEMMGLPICT000332043891_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQf0Rf_Wk3V23H2268P_XkPxc.jpeg?impolicy=logo-overlay,2023-04-14T07:11:29Z,"Two-thirds of voters believe the Government is handling the UKs exit from the European Union badly, according to a new poll. 
A survey conducted by YouGov found 41 per cent of people believe ministe… [+730 chars]","Union bosses have warned of a ""new wave of sustained strike action"" after labelling a Government pay offer for civil servants ""insulting"".
The Government today published new guidance for Whitehall departments on pay rises in 2023/24.
It states that ""departments are able to make average pay awards up to 4.5 per cent"" with some ""flexibility"" to go as high as five per cent.
Mark Serwotka, the general secretary of the PCS union, said the offer will ""increase the likelihood"" of fresh walkouts.
He said: ""This insulting proposal will serve only to anger PCS members, stiffen their resolve ahead of the forthcoming re-ballot and increase the likelihood of a new wave of sustained strike action.""","['servants', 'insulting', 'wave', 'pcs', 'strikes', 'hold', 'fresh', 'strike', 'pay', 'sustained', 'union', 'politics', 'civil', 'members', 'latest', 'departments', 'serwotka', 'offer']"
,GOOD Magazine,Adam Albright-Hanna,16 Images That Perfectly Capture How Completely Nuts Modern Life Has Become,"British illustrator, John Holcroft's work is a fascinating mixture of retro-style illustrations combined with satirical commentary on modern-day society.The focus of his pieces span a wide range, tackling everything from our obsession with social media and te…",https://www.good.is/Culture/modern-life-articles-rp,https://assets.rebelmouse.io/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8xOTgzNDc2Ny9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTc0MzQ5NDc4Mn0.6VhLKb1AXKJpwT-pvAD9Z4KPQe6ZZEeMBSfNGkYBB6w/img.jpg?width=1200&height=600&coordinates=159%2C0%2C159%2C0,2023-04-14T19:04:29Z,"British illustrator, John Holcroft's work is a fascinating mixture of retro-style illustrations combined with satirical commentary on modern-day society.
The focus of his pieces span a wide range, t… [+575 chars]","16 Images That Perfectly Capture How Completely Nuts Modern Life Has BecomeJohn Holcroft's fascinating take on the media, obesity, and Facebook.","['capture', 'completely', 'life', '16', 'fascinating', 'images', 'facebook', 'media', 'holcrofts', 'nuts', 'modern', 'obesity', 'perfectly']"
,Euronews,,Latest news bulletin | April 14th – Evening,"VIDEO : Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.",https://www.euronews.com/video/2023/04/14/latest-news-bulletin-april-14th-evening,https://static.euronews.com/articles/stories/07/53/55/28/1000x563_screenshot_1200_15_7535528.jpg,2023-04-14T16:00:02Z,"Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.
...More","Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.","['catch', 'culture', 'travel', 'business', 'bulletin', 'evening', 'entertainment', 'politics', 'important', '14th', 'latest', 'world', 'video', 'europe']"
,Euronews,,Latest news bulletin | April 14th – Morning,"VIDEO : Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.",https://www.euronews.com/video/2023/04/14/latest-news-bulletin-april-14th-morning,https://static.euronews.com/articles/stories/07/53/32/38/1000x563_screenshot_1200_15_7533238.jpg,2023-04-14T05:00:02Z,"Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.
...More","Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.","['catch', 'culture', 'morning', 'travel', 'business', 'bulletin', 'entertainment', 'politics', 'important', '14th', 'latest', 'world', 'video', 'europe']"
,Euronews,,Latest news bulletin | April 14th – Midday,"VIDEO : Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.",https://www.euronews.com/video/2023/04/14/latest-news-bulletin-april-14th-midday,https://static.euronews.com/articles/stories/07/53/38/96/1000x563_screenshot_1200_15_7533896.jpg,2023-04-14T10:00:02Z,"Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.
...More","Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.","['catch', 'culture', 'midday', 'travel', 'business', 'bulletin', 'entertainment', 'politics', 'important', '14th', 'latest', 'world', 'video', 'europe']"
,Euronews,,Latest news bulletin | April 15th – Morning,"VIDEO : Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.",https://www.euronews.com/video/2023/04/15/latest-news-bulletin-april-15th-morning,https://static.euronews.com/articles/stories/07/53/62/86/1000x563_screenshot_1200_15_7536286.jpg,2023-04-15T05:00:01Z,"Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.
...More","Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.","['catch', 'culture', 'morning', 'travel', 'business', 'bulletin', 'entertainment', '15th', 'politics', 'important', 'latest', 'world', 'video', 'europe']"
,Euronews,,Latest news bulletin | April 15th – Evening,"VIDEO : Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.",https://www.euronews.com/video/2023/04/15/latest-news-bulletin-april-15th-evening,https://static.euronews.com/articles/stories/07/53/74/28/1000x563_screenshot_1200_15_7537428.jpg,2023-04-15T16:00:02Z,"Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.
...More","Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture, Travel.","['catch', 'culture', 'travel', 'business', 'bulletin', 'evening', 'entertainment', '15th', 'politics', 'important', 'latest', 'world', 'video', 'europe']"
,Nature.com,Andrew Robinson,"Why incentives work — or don’t, and more: Books in brief",Andrew Robinson reviews five of the best science picks.,https://www.nature.com/articles/d41586-023-01269-6,https://media.nature.com/lw1024/magazine-assets/d41586-023-01269-6/d41586-023-01269-6_25224470.jpg,2023-04-14T00:00:00Z,"The Last Cold Place
Naira de Gracia Scribner (2023)
The Western Antarctic Peninsula is warming five times faster than the global rate, with average winter temperatures 7 °C higher today than in 195… [+2719 chars]","Andrew Robinson’s many books include Lost Languages: The Enigma of the World’s Undeciphered Scripts and Einstein on the Run: How Britain Saved the World’s Greatest Scientist .
What a Bee KnowsStephen Buchmann Island (2023)Bee books tend to be full of intriguing facts and tantalizing possibilities.
This rigorous but delightful work by pollination ecologist Stephen Buchmann, who has studied the insects for half a century, is no exception.
Edward Gauvin) MIT Press (2023)In 2021, MIT Press published The Curie Society, an action-adventure graphic novel with broad appeal.
Inevitably, says Lupton, digitization and datafication have sometimes promoted “attitudes and practices contributing to animal mistreatment and cruelty”.","['work', 'incentives', 'press', 'brief', 'bee', 'animals', 'lupton', 'gneezy', 'worlds', 'species', 'novel', 'neurons', 'dont', 'books']"
,The Diplomat,Catherine Putz,The Real Shift in Australian Politics,"If Australia’s Liberal Party is in decline, does this mean that the Labor Party is in ascendency?",https://thediplomat.com/2023/04/the-real-shift-in-australian-politics/,https://thediplomat.com/wp-content/uploads/2023/04/sizes/td-story-s-2/thediplomat_2023-04-14-124225.jpg,2023-04-14T13:06:18Z,"Advertisement
A couple of weeks ago I wrote a piece pondering whether the Liberal Party was in terminal decline. 
The day after the piece was published, a by-election was held for a federal elector… [+4921 chars]","If Australia’s Liberal Party is in decline, does this mean that the Labor Party is in ascendency?
AdvertisementA couple of weeks ago I wrote a piece pondering whether the Liberal Party was in terminal decline.
So if the Liberal Party is in decline, does this mean that the Labor Party is in ascendency?
The Labor Party has been able to form governments because people are ranking the party’s candidates higher on their ballots.
However, while coast-to-coast Labor governments may make it look like the party is thoroughly dominant, this disguises what is actually taking place in Australian politics.","['system', 'real', 'election', 'shift', 'liberal', 'labor', 'australian', 'politics', 'parties', 'party', 'primary', 'voting']"
google-news,Google News,,Supreme Court could issue quick ruling on abortion pill mifepristone - Axios,"<ol><li>Supreme Court could issue quick ruling on abortion pill mifepristone  Axios
</li><li>Court partially blocks abortion pill ruling  KTLA 5
</li><li>Abortion pill ruling puts politics ahead of medical evidence | Opinion  Pennsylvania Capital-Star
</li…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzA0LzE0L3Njb3R1cy1hYm9ydGlvbi1waWxsLXJ1bGluZy1leHBlY3RlZNIBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-04-14T10:13:46Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]","Now it's a real possibility — one that could quickly threaten access to the pill used in more than half of U.S. abortions.
Or, as two federal courts have already, the high court could issue an order that effectively overrides the FDA's authority.
Circuit Court of Appeals' partial pause of a Texas judge's ruling was still met by outrage from abortion rights proponents as well as industry groups, who argue the implications extend to the entire pharmaceutical industry.
What they're saying: The 5th Circuit ruling did little to alleviate concerns about judicial intrusion into the regulatory process.
The other side: The 5th Circuit ruling specifically called out the FDA's approach to mifepristone as an unusual circumstance.","['access', 'ruling', 'eyes', 'court', 'fda', 'appeals', 'drug', 'pill', '5th', 'circuit', 'scotus', 'abortion', 'fdas']"
google-news,Google News,,Friday Nightcap: The deepening divide between Democrats and Republicans - MSNBC,"<ol><li>Friday Nightcap: The deepening divide between Democrats and Republicans  MSNBC
</li><li>Close to parody but not funny: Al Franken remarks on the state of Republican politics  MSNBC
</li><li>#MAGA focus is hurting Republicans  MSNBC
</li><li>Joe: Tr…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CCAiC0ZVMlloUTNLNnF3mAEB?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-04-15T04:51:20Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]",,"['republicans', 'divide', 'deepening', 'democrats', 'nightcap']"
axios,Axios,Noah Bressner,NRA convention puts GOP's gun gamble on full display,"Mass shootings in Louisville and Nashville didn't keep the NRA's annual convention from attracting a pack of likely Republican presidential candidates.Why it matters: The three-day convention, which opened in Indianapolis on Friday, broadcasts the extreme sta…",https://www.axios.com/2023/04/14/gop-guns-nra-convention-trump,https://images.axios.com/w0ZArM2o-WWEOwnXp1FiJ3R8IIc=/0x507:4866x3244/1366x768/2023/04/14/1681502861594.jpg,2023-04-14T20:30:48Z,"Mass shootings in Louisville and Nashville didn't keep the NRA's annual convention from attracting a pack of likely Republican presidential candidates.
Why it matters: The three-day convention, whic… [+1370 chars]","Mass shootings in Louisville and Nashville didn't keep the NRA's annual convention from attracting a pack of likely Republican presidential candidates.
Why it matters: The three-day convention, which opened in Indianapolis on Friday, broadcasts the extreme staying power gun politics have with generations of Republican politicians.
What's happening: Conservatives remain relatively unmovable on guns despite a wave of violence that’s terrorized schools, banks and places of worship across the country.
Yes, but: A Gallup poll before the shootings in Louisville and Nashville showed 63% of Americans are dissatisfied with gun laws.
Some attendees sported jerseys with former President Trump's name.","['president', 'puts', 'convention', 'republican', 'shootings', 'display', 'trumps', 'nashville', 'indianapolis', 'guns', 'gun', 'politics', 'nra', 'gops', 'louisville', 'gamble']"
,The Intercept,Ryan Grim,"Marianne Williamson, Fusing Bernie Sanders and (Early) Jordan Peterson, Is Taking Over TikTok","Marianne mania is gripping TikTok. 
The post Marianne Williamson, Fusing Bernie Sanders and (Early) Jordan Peterson, Is Taking Over TikTok appeared first on The Intercept.",https://theintercept.com/2023/04/14/marianne-williamson-tiktok/,https://theintercept.imgix.net/wp-uploads/sites/1/2023/04/marianne-williamson-tik-tok-hero.jpg?auto=compress%2Cformat&q=90&fit=crop&w=1200&h=800,2023-04-14T19:02:06Z,Some reasons for the support are obvious: Videos of her pledging to wipe out student debt and remove marijuana from Schedule I have predictably gone viral. But so have others that speak more holistic… [+13435 chars],"The kids may or may not be alright, but one thing is clear: They are super into Marianne Williamson.
“I am obsessed with it,” said Jessica Burbank, a leftist political TikTok star who posts as @kaburbank, of the Marianne mania.
Put another way, the Marianne Williamson phenomenon among young people is what you get when you combine Bernie Sanders and early Jordan Peterson.
“To me, Jordan Peterson is something of a charlatan, so if you describe somebody as a Jordan Peterson of the left, they are essentially a fraudulent pseudo guru dispensing bullshit, packaged as wisdom,” Robinson said.
“I get letters all the time from former Jordan Peterson fans because he’s not really doing what he was doing a few years ago.","['peterson', 'say', 'political', 'robinson', 'taking', 'bernie', 'fusing', 'williamson', 'sanders', 'jordan', 'politics', 'tiktok', 'marianne', 'early', 'young']"
